id,B,G,R,class
12203,114,118,171,1
12204,114,118,171,1
12205,113,117,170,1
12206,116,119,174,1
12207,116,119,174,1
12208,115,118,173,1
12209,115,118,173,1
12210,115,118,173,1
12211,116,119,174,1
12212,117,120,175,1
12213,117,120,175,1
12214,119,122,177,1
12215,118,121,176,1
12216,117,120,175,1
12217,116,119,174,1
12218,117,120,175,1
12219,118,121,176,1
12220,120,123,178,1
12221,121,124,179,1
12222,124,126,180,1
12223,124,126,180,1
12224,124,126,180,1
12225,123,125,179,1
12226,123,125,179,1
12227,124,126,180,1
12228,127,129,183,1
12229,129,131,185,1
12230,125,127,181,1
12231,126,128,182,1
12232,127,129,183,1
12233,128,130,184,1
12234,127,129,183,1
12235,126,128,182,1
12236,124,126,180,1
12237,114,126,180,1
12238,119,151,204,1
12239,111,153,206,1
12240,111,153,206,1
12241,111,153,206,1
12242,111,153,206,1
12243,112,154,207,1
12244,113,155,208,1
12245,115,157,210,1
12246,111,155,208,1
12247,113,157,210,1
12248,115,159,212,1
12249,117,161,214,1
12250,118,162,215,1
12251,118,162,215,1
12252,117,161,214,1
12253,119,161,214,1
12254,125,165,217,1
12255,126,165,217,1
12256,127,166,218,1
12257,127,166,218,1
12258,127,166,218,1
12259,127,166,218,1
12260,126,165,217,1
12261,126,165,217,1
12262,127,166,218,1
12263,127,166,218,1
12264,126,165,217,1
12265,125,164,216,1
12266,123,162,214,1
12267,121,160,212,1
12268,120,159,211,1
12269,120,159,211,1
12270,127,167,220,1
12271,126,166,219,1
12272,126,166,218,1
12273,125,166,215,1
12274,126,167,216,1
12275,127,169,216,1
12276,129,171,216,1
12277,130,172,217,1
12278,125,167,212,1
12279,128,170,215,1
12280,131,173,220,1
12281,133,175,222,1
12282,135,175,227,1
12283,134,174,226,1
12284,132,172,225,1
12285,129,171,224,1
12286,112,157,208,1
12287,119,164,215,1
12288,127,170,219,1
12289,127,170,219,1
12290,129,170,219,1
12291,132,173,222,1
12292,135,175,223,1
12293,133,173,221,1
12294,137,175,223,1
12295,138,176,224,1
12296,142,178,224,1
12297,147,183,229,1
12298,153,187,233,1
12299,155,189,235,1
12300,154,189,233,1
12301,152,187,231,1
12302,149,187,235,1
12303,143,183,231,1
12304,140,178,226,1
12305,136,176,224,1
12306,139,177,225,1
12307,52,109,171,1
12308,52,109,171,1
12309,52,109,171,1
12310,52,109,171,1
12311,53,110,172,1
12312,56,110,173,1
12313,57,111,174,1
12314,58,112,175,1
12315,56,109,172,1
12316,55,108,171,1
12317,55,108,171,1
12318,56,109,172,1
12319,58,109,172,1
12320,59,110,173,1
12321,59,110,173,1
12322,58,109,172,1
12323,60,108,174,1
12324,59,106,174,1
12325,57,104,172,1
12326,56,104,170,1
12327,55,103,169,1
12328,51,101,167,1
12329,48,98,164,1
12330,46,97,160,1
12331,50,101,164,1
12332,49,102,165,1
12333,51,105,166,1
12334,52,106,167,1
12335,53,107,168,1
12336,51,106,167,1
12337,50,105,166,1
12338,49,105,164,1
12339,48,105,160,1
12340,48,106,158,1
12341,49,106,158,1
12342,48,106,158,1
12343,49,106,158,1
12344,47,105,157,1
12345,47,104,156,1
12346,46,104,156,1
12347,49,106,158,1
12348,48,106,158,1
12349,49,106,158,1
12350,47,105,157,1
12351,48,105,157,1
12352,47,105,157,1
12353,47,104,156,1
12354,47,104,155,1
12355,49,108,154,1
12356,47,106,151,1
12357,44,105,149,1
12358,45,106,150,1
12359,46,107,151,1
12360,50,107,152,1
12361,59,106,150,1
12362,64,103,148,1
12363,69,95,142,1
12364,78,93,142,1
12365,84,94,142,1
12366,91,95,144,1
12367,95,96,146,1
12368,94,98,147,1
12369,95,99,147,1
12370,95,100,149,1
12371,96,100,151,1
12372,95,99,152,1
12373,94,98,151,1
12374,95,99,152,1
12375,97,101,154,1
12376,100,104,157,1
12377,104,108,161,1
12378,106,110,163,1
12379,106,110,163,1
12380,107,111,164,1
12381,109,113,166,1
12382,111,115,168,1
12383,113,117,170,1
12384,113,117,170,1
12385,112,116,169,1
12386,112,116,169,1
12387,115,118,173,1
12388,115,118,173,1
12389,115,118,173,1
12390,115,118,173,1
12391,115,118,173,1
12392,117,120,175,1
12393,118,121,176,1
12394,119,122,177,1
12395,119,122,177,1
12396,118,121,176,1
12397,117,120,175,1
12398,116,119,174,1
12399,116,119,174,1
12400,117,120,175,1
12401,118,121,176,1
12402,119,122,177,1
12403,122,124,178,1
12404,123,125,179,1
12405,124,126,180,1
12406,122,124,178,1
12407,121,123,177,1
12408,121,123,177,1
12409,125,127,181,1
12410,128,130,184,1
12411,126,128,182,1
12412,126,128,182,1
12413,128,130,184,1
12414,128,130,184,1
12415,128,130,184,1
12416,126,128,182,1
12417,125,127,181,1
12418,115,127,181,1
12419,120,152,205,1
12420,110,152,205,1
12421,110,152,205,1
12422,110,152,205,1
12423,111,153,206,1
12424,113,155,208,1
12425,114,156,209,1
12426,115,157,210,1
12427,113,155,208,1
12428,115,157,210,1
12429,117,159,212,1
12430,119,161,214,1
12431,121,163,216,1
12432,121,163,216,1
12433,121,163,216,1
12434,120,162,215,1
12435,127,167,219,1
12436,129,168,220,1
12437,129,168,220,1
12438,129,168,220,1
12439,129,168,220,1
12440,127,166,218,1
12441,126,165,217,1
12442,125,164,216,1
12443,128,167,219,1
12444,127,166,218,1
12445,124,163,215,1
12446,122,161,213,1
12447,121,160,212,1
12448,119,158,210,1
12449,117,156,208,1
12450,116,155,207,1
12451,126,166,219,1
12452,126,166,219,1
12453,126,166,218,1
12454,126,167,216,1
12455,127,168,217,1
12456,128,170,217,1
12457,128,170,215,1
12458,129,171,216,1
12459,127,169,214,1
12460,129,171,216,1
12461,132,174,221,1
12462,134,176,223,1
12463,134,174,226,1
12464,132,172,224,1
12465,129,169,222,1
12466,125,167,220,1
12467,114,159,210,1
12468,118,165,216,1
12469,124,170,218,1
12470,124,170,218,1
12471,127,170,219,1
12472,130,173,222,1
12473,132,174,221,1
12474,129,171,218,1
12475,134,174,222,1
12476,134,174,222,1
12477,137,176,221,1
12478,139,178,223,1
12479,146,182,228,1
12480,149,185,231,1
12481,151,188,232,1
12482,152,189,233,1
12483,145,185,233,1
12484,141,183,230,1
12485,139,179,227,1
12486,136,178,225,1
12487,137,177,225,1
12488,52,109,171,1
12489,52,109,171,1
12490,52,109,171,1
12491,52,109,171,1
12492,53,110,172,1
12493,55,112,174,1
12494,58,112,175,1
12495,59,113,176,1
12496,58,111,174,1
12497,56,109,172,1
12498,55,108,171,1
12499,55,108,171,1
12500,59,110,173,1
12501,59,110,173,1
12502,58,109,172,1
12503,56,107,170,1
12504,57,104,172,1
12505,57,104,172,1
12506,57,104,172,1
12507,57,104,172,1
12508,53,103,169,1
12509,51,101,167,1
12510,50,100,166,1
12511,49,99,165,1
12512,46,99,162,1
12513,47,100,163,1
12514,48,102,163,1
12515,50,104,165,1
12516,49,104,165,1
12517,49,104,165,1
12518,48,103,164,1
12519,47,103,162,1
12520,48,105,160,1
12521,49,107,159,1
12522,49,107,159,1
12523,49,107,159,1
12524,49,107,159,1
12525,48,106,158,1
12526,47,105,157,1
12527,46,104,156,1
12528,49,107,159,1
12529,49,107,159,1
12530,49,107,159,1
12531,49,107,159,1
12532,48,106,158,1
12533,48,106,158,1
12534,48,106,158,1
12535,47,106,156,1
12536,46,106,152,1
12537,46,107,151,1
12538,43,106,150,1
12539,45,108,152,1
12540,48,109,153,1
12541,51,108,153,1
12542,56,105,149,1
12543,63,102,147,1
12544,67,93,140,1
12545,77,92,141,1
12546,83,93,141,1
12547,88,93,142,1
12548,93,94,144,1
12549,93,97,146,1
12550,94,98,146,1
12551,93,98,147,1
12552,95,99,150,1
12553,95,99,152,1
12554,95,99,152,1
12555,96,100,153,1
12556,98,102,155,1
12557,101,105,158,1
12558,103,107,160,1
12559,105,109,162,1
12560,104,108,161,1
12561,106,110,163,1
12562,108,112,165,1
12563,110,114,167,1
12564,111,115,168,1
12565,112,116,169,1
12566,111,115,168,1
12567,111,115,168,1
12568,113,116,171,1
12569,113,116,171,1
12570,114,117,172,1
12571,115,118,173,1
12572,116,119,174,1
12573,117,120,175,1
12574,118,121,176,1
12575,118,121,176,1
12576,117,120,175,1
12577,117,120,175,1
12578,117,120,175,1
12579,117,120,175,1
12580,117,120,175,1
12581,117,120,175,1
12582,118,121,176,1
12583,119,122,177,1
12584,121,123,177,1
12585,123,125,179,1
12586,124,126,180,1
12587,122,124,178,1
12588,118,120,174,1
12589,118,120,174,1
12590,122,124,178,1
12591,125,127,181,1
12592,125,127,181,1
12593,126,128,182,1
12594,127,129,183,1
12595,128,130,184,1
12596,127,129,183,1
12597,126,128,182,1
12598,124,126,180,1
12599,114,126,180,1
12600,121,153,206,1
12601,110,152,205,1
12602,109,151,204,1
12603,110,152,205,1
12604,113,155,208,1
12605,115,157,210,1
12606,116,158,211,1
12607,115,157,210,1
12608,114,156,209,1
12609,115,157,210,1
12610,118,160,213,1
12611,120,162,215,1
12612,122,164,217,1
12613,122,164,217,1
12614,122,164,217,1
12615,123,163,216,1
12616,128,167,219,1
12617,128,167,219,1
12618,128,167,219,1
12619,128,167,219,1
12620,127,166,218,1
12621,126,165,217,1
12622,125,164,216,1
12623,124,163,215,1
12624,130,169,221,1
12625,127,166,218,1
12626,124,163,215,1
12627,122,161,213,1
12628,122,161,213,1
12629,121,160,212,1
12630,119,158,210,1
12631,117,156,208,1
12632,124,164,217,1
12633,125,165,217,1
12634,127,167,219,1
12635,128,169,218,1
12636,129,170,219,1
12637,129,171,218,1
12638,129,171,218,1
12639,129,171,216,1
12640,132,174,221,1
12641,134,176,223,1
12642,136,178,225,1
12643,136,177,226,1
12644,134,175,224,1
12645,130,170,222,1
12646,125,165,218,1
12647,119,161,214,1
12648,118,163,214,1
12649,120,167,218,1
12650,125,171,219,1
12651,124,170,218,1
12652,127,170,219,1
12653,130,173,222,1
12654,130,172,219,1
12655,126,168,215,1
12656,130,170,218,1
12657,130,170,218,1
12658,133,172,217,1
12659,135,174,219,1
12660,140,176,222,1
12661,144,180,226,1
12662,148,185,229,1
12663,148,187,231,1
12664,144,184,232,1
12665,141,183,230,1
12666,139,181,228,1
12667,137,179,226,1
12668,136,178,225,1
12669,53,112,174,1
12670,52,111,173,1
12671,51,110,172,1
12672,50,109,171,1
12673,53,110,172,1
12674,53,110,172,1
12675,55,112,174,1
12676,55,112,174,1
12677,58,112,175,1
12678,56,110,173,1
12679,55,108,171,1
12680,55,108,171,1
12681,57,110,173,1
12682,57,110,173,1
12683,55,108,171,1
12684,53,106,169,1
12685,53,102,170,1
12686,55,104,172,1
12687,56,105,173,1
12688,56,105,173,1
12689,55,105,171,1
12690,54,104,170,1
12691,51,103,169,1
12692,51,103,169,1
12693,46,99,162,1
12694,47,100,163,1
12695,48,103,164,1
12696,49,104,165,1
12697,50,105,166,1
12698,49,104,165,1
12699,46,103,164,1
12700,45,103,162,1
12701,47,106,162,1
12702,47,107,161,1
12703,48,108,162,1
12704,48,108,162,1
12705,47,107,161,1
12706,46,106,160,1
12707,46,106,160,1
12708,45,105,159,1
12709,47,107,161,1
12710,47,107,161,1
12711,47,107,161,1
12712,46,106,160,1
12713,46,106,160,1
12714,45,105,159,1
12715,45,105,159,1
12716,45,105,157,1
12717,41,103,149,1
12718,41,104,148,1
12719,42,105,149,1
12720,43,108,152,1
12721,46,109,153,1
12722,48,107,152,1
12723,53,104,147,1
12724,58,99,144,1
12725,64,92,139,1
12726,73,90,139,1
12727,81,91,139,1
12728,87,92,141,1
12729,92,93,143,1
12730,91,95,144,1
12731,92,96,144,1
12732,92,97,146,1
12733,94,98,149,1
12734,94,98,151,1
12735,96,100,153,1
12736,98,102,155,1
12737,100,104,157,1
12738,102,106,159,1
12739,103,107,160,1
12740,104,108,161,1
12741,104,108,161,1
12742,105,109,162,1
12743,107,111,164,1
12744,109,113,166,1
12745,111,115,168,1
12746,111,115,168,1
12747,110,114,167,1
12748,110,114,167,1
12749,109,112,167,1
12750,110,113,168,1
12751,112,115,170,1
12752,114,117,172,1
12753,116,119,174,1
12754,116,119,174,1
12755,116,119,174,1
12756,116,119,174,1
12757,116,119,174,1
12758,116,119,174,1
12759,117,120,175,1
12760,118,121,176,1
12761,119,122,177,1
12762,119,122,177,1
12763,119,122,177,1
12764,119,122,177,1
12765,121,123,177,1
12766,123,125,179,1
12767,124,126,180,1
12768,121,123,177,1
12769,117,119,173,1
12770,115,117,171,1
12771,119,121,175,1
12772,123,125,179,1
12773,124,126,180,1
12774,125,127,181,1
12775,126,128,182,1
12776,126,128,182,1
12777,126,128,182,1
12778,125,127,181,1
12779,123,125,179,1
12780,113,125,179,1
12781,119,153,206,1
12782,108,152,205,1
12783,110,152,205,1
12784,112,154,207,1
12785,115,157,210,1
12786,117,159,212,1
12787,117,159,212,1
12788,115,157,210,1
12789,116,156,209,1
12790,117,157,210,1
12791,120,160,213,1
12792,123,163,216,1
12793,124,164,217,1
12794,125,165,218,1
12795,125,165,218,1
12796,124,164,217,1
12797,128,167,219,1
12798,128,167,219,1
12799,128,167,219,1
12800,127,166,218,1
12801,127,166,218,1
12802,127,166,218,1
12803,127,166,218,1
12804,127,166,218,1
12805,131,170,222,1
12806,128,167,219,1
12807,125,164,216,1
12808,124,163,215,1
12809,126,165,217,1
12810,127,166,218,1
12811,126,165,217,1
12812,124,163,215,1
12813,124,164,216,1
12814,125,165,217,1
12815,128,168,220,1
12816,131,172,221,1
12817,132,173,222,1
12818,132,173,222,1
12819,132,173,222,1
12820,131,173,220,1
12821,132,173,222,1
12822,134,175,224,1
12823,136,177,226,1
12824,137,178,227,1
12825,135,176,225,1
12826,131,172,221,1
12827,125,165,217,1
12828,120,163,214,1
12829,121,166,217,1
12830,123,170,221,1
12831,125,173,221,1
12832,123,171,219,1
12833,126,172,220,1
12834,128,174,222,1
12835,127,171,218,1
12836,122,166,213,1
12837,123,165,212,1
12838,125,167,214,1
12839,130,171,216,1
12840,133,174,219,1
12841,137,176,221,1
12842,140,179,224,1
12843,145,182,226,1
12844,144,183,227,1
12845,144,184,232,1
12846,142,184,231,1
12847,141,183,230,1
12848,139,181,228,1
12849,137,179,226,1
12850,56,115,177,1
12851,55,114,176,1
12852,53,112,174,1
12853,51,110,172,1
12854,52,109,171,1
12855,52,109,171,1
12856,53,110,172,1
12857,53,110,172,1
12858,60,114,177,1
12859,57,111,174,1
12860,55,108,171,1
12861,55,108,171,1
12862,57,110,173,1
12863,57,110,173,1
12864,54,107,170,1
12865,51,104,167,1
12866,53,103,169,1
12867,55,104,172,1
12868,57,106,174,1
12869,58,108,174,1
12870,57,107,173,1
12871,56,106,172,1
12872,54,106,172,1
12873,54,107,170,1
12874,49,102,165,1
12875,51,105,166,1
12876,51,106,167,1
12877,53,108,169,1
12878,53,108,169,1
12879,52,107,168,1
12880,49,106,167,1
12881,49,107,166,1
12882,47,106,162,1
12883,48,108,162,1
12884,48,108,162,1
12885,48,108,162,1
12886,48,108,162,1
12887,47,107,161,1
12888,46,106,160,1
12889,45,105,159,1
12890,46,106,160,1
12891,46,106,160,1
12892,46,106,160,1
12893,45,105,159,1
12894,45,105,159,1
12895,44,104,158,1
12896,44,104,158,1
12897,44,104,156,1
12898,38,100,146,1
12899,39,102,146,1
12900,41,104,148,1
12901,42,107,151,1
12902,46,109,153,1
12903,47,106,151,1
12904,50,101,144,1
12905,55,96,141,1
12906,63,91,138,1
12907,72,89,138,1
12908,80,90,138,1
12909,86,91,140,1
12910,91,92,142,1
12911,90,94,143,1
12912,91,95,143,1
12913,91,96,145,1
12914,93,97,148,1
12915,94,98,151,1
12916,96,100,153,1
12917,99,103,156,1
12918,101,105,158,1
12919,102,106,159,1
12920,103,107,160,1
12921,103,107,160,1
12922,103,107,160,1
12923,105,109,162,1
12924,107,111,164,1
12925,109,113,166,1
12926,110,114,167,1
12927,110,114,167,1
12928,110,114,167,1
12929,109,113,166,1
12930,105,108,163,1
12931,107,110,165,1
12932,111,114,169,1
12933,114,117,172,1
12934,115,118,173,1
12935,115,118,173,1
12936,114,117,172,1
12937,113,116,171,1
12938,114,117,172,1
12939,115,118,173,1
12940,118,121,176,1
12941,119,122,177,1
12942,120,123,178,1
12943,120,123,178,1
12944,119,122,177,1
12945,119,122,177,1
12946,121,123,177,1
12947,124,126,180,1
12948,125,127,181,1
12949,121,123,177,1
12950,115,117,171,1
12951,114,116,170,1
12952,117,119,173,1
12953,122,124,178,1
12954,122,124,178,1
12955,123,125,179,1
12956,124,126,180,1
12957,125,127,181,1
12958,124,126,180,1
12959,123,125,179,1
12960,121,123,177,1
12961,111,123,177,1
12962,119,153,206,1
12963,108,152,205,1
12964,110,152,205,1
12965,113,155,208,1
12966,117,159,212,1
12967,119,161,214,1
12968,117,159,212,1
12969,115,157,210,1
12970,116,156,209,1
12971,118,158,211,1
12972,120,160,213,1
12973,123,163,216,1
12974,125,165,218,1
12975,125,165,218,1
12976,126,164,218,1
12977,126,164,218,1
12978,130,169,221,1
12979,130,169,221,1
12980,129,168,220,1
12981,129,168,220,1
12982,129,168,220,1
12983,130,169,221,1
12984,131,170,222,1
12985,132,171,223,1
12986,131,170,222,1
12987,128,167,219,1
12988,125,164,216,1
12989,126,165,217,1
12990,130,169,221,1
12991,132,171,223,1
12992,132,171,223,1
12993,131,170,222,1
12994,124,164,216,1
12995,126,166,218,1
12996,129,170,219,1
12997,133,174,223,1
12998,134,175,224,1
12999,135,176,225,1
13000,134,175,224,1
13001,134,175,224,1
13002,127,168,217,1
13003,130,171,220,1
13004,134,175,224,1
13005,137,178,227,1
13006,137,178,227,1
13007,134,175,224,1
13008,130,170,222,1
13009,125,168,219,1
13010,124,169,220,1
13011,125,172,223,1
13012,126,174,222,1
13013,124,172,220,1
13014,126,172,220,1
13015,128,174,222,1
13016,126,170,217,1
13017,121,165,212,1
13018,119,161,208,1
13019,123,165,212,1
13020,130,171,216,1
13021,134,175,220,1
13022,139,178,223,1
13023,140,179,224,1
13024,142,179,223,1
13025,141,180,224,1
13026,144,184,232,1
13027,143,185,232,1
13028,142,184,231,1
13029,140,182,229,1
13030,138,180,227,1
13031,50,107,168,1
13032,51,108,169,1
13033,53,110,171,1
13034,54,111,172,1
13035,54,111,172,1
13036,54,111,172,1
13037,55,110,171,1
13038,54,109,170,1
13039,57,111,172,1
13040,55,109,170,1
13041,53,107,168,1
13042,56,110,171,1
13043,62,113,175,1
13044,64,115,177,1
13045,63,114,176,1
13046,60,111,174,1
13047,61,109,175,1
13048,60,108,174,1
13049,57,105,171,1
13050,55,103,167,1
13051,52,103,166,1
13052,52,103,166,1
13053,53,104,167,1
13054,54,105,167,1
13055,45,99,160,1
13056,46,100,161,1
13057,48,102,163,1
13058,50,104,164,1
13059,51,107,166,1
13060,53,109,168,1
13061,55,111,170,1
13062,56,113,169,1
13063,48,105,160,1
13064,49,107,159,1
13065,50,108,160,1
13066,51,109,161,1
13067,50,108,160,1
13068,49,107,159,1
13069,46,104,156,1
13070,45,103,155,1
13071,50,108,160,1
13072,50,108,160,1
13073,50,108,160,1
13074,50,108,160,1
13075,50,108,160,1
13076,49,107,159,1
13077,49,107,159,1
13078,49,108,158,1
13079,43,103,149,1
13080,41,102,146,1
13081,38,101,145,1
13082,40,103,147,1
13083,45,106,150,1
13084,49,106,151,1
13085,54,103,147,1
13086,60,99,144,1
13087,62,90,137,1
13088,73,90,139,1
13089,82,92,140,1
13090,87,92,141,1
13091,90,91,141,1
13092,89,93,142,1
13093,91,95,143,1
13094,92,97,146,1
13095,91,95,146,1
13096,92,96,149,1
13097,94,98,151,1
13098,97,101,154,1
13099,99,103,156,1
13100,102,106,159,1
13101,104,108,161,1
13102,105,109,162,1
13103,103,107,160,1
13104,104,108,161,1
13105,105,109,162,1
13106,107,111,164,1
13107,109,113,166,1
13108,110,114,167,1
13109,110,114,167,1
13110,111,115,168,1
13111,111,114,169,1
13112,112,115,170,1
13113,113,116,171,1
13114,114,117,172,1
13115,114,117,172,1
13116,114,117,172,1
13117,114,117,172,1
13118,114,117,172,1
13119,116,119,174,1
13120,116,119,174,1
13121,116,119,174,1
13122,116,119,174,1
13123,117,120,175,1
13124,118,121,176,1
13125,119,122,177,1
13126,120,123,178,1
13127,121,123,177,1
13128,121,123,177,1
13129,120,122,176,1
13130,120,122,176,1
13131,119,121,175,1
13132,118,120,174,1
13133,118,120,174,1
13134,118,120,174,1
13135,120,122,176,1
13136,121,123,177,1
13137,121,123,177,1
13138,122,124,178,1
13139,122,124,178,1
13140,121,123,177,1
13141,121,123,177,1
13142,111,123,177,1
13143,116,150,203,1
13144,110,154,207,1
13145,113,157,210,1
13146,113,157,210,1
13147,112,154,207,1
13148,111,153,206,1
13149,114,154,207,1
13150,117,157,210,1
13151,116,156,209,1
13152,119,159,212,1
13153,123,161,215,1
13154,122,160,214,1
13155,120,158,212,1
13156,121,159,213,1
13157,126,162,216,1
13158,128,166,220,1
13159,128,167,219,1
13160,129,168,220,1
13161,130,169,221,1
13162,128,167,219,1
13163,126,165,217,1
13164,126,165,217,1
13165,130,169,221,1
13166,134,173,225,1
13167,132,171,223,1
13168,130,169,221,1
13169,129,168,220,1
13170,131,170,222,1
13171,136,175,227,1
13172,139,178,230,1
13173,139,178,230,1
13174,137,176,228,1
13175,131,172,221,1
13176,135,176,225,1
13177,137,178,227,1
13178,135,176,225,1
13179,132,173,222,1
13180,131,172,221,1
13181,131,171,223,1
13182,130,170,222,1
13183,130,170,222,1
13184,132,172,224,1
13185,135,176,225,1
13186,138,179,228,1
13187,139,180,229,1
13188,138,179,228,1
13189,136,177,226,1
13190,132,175,224,1
13191,121,166,217,1
13192,122,169,220,1
13193,126,172,220,1
13194,127,173,221,1
13195,131,174,223,1
13196,133,176,225,1
13197,128,170,217,1
13198,119,161,208,1
13199,120,160,208,1
13200,125,165,213,1
13201,133,172,217,1
13202,137,176,221,1
13203,140,176,222,1
13204,139,175,221,1
13205,139,176,220,1
13206,137,176,220,1
13207,135,175,223,1
13208,137,179,226,1
13209,140,182,229,1
13210,140,182,229,1
13211,139,181,228,1
13212,57,112,173,1
13213,55,113,172,1
13214,58,113,174,1
13215,56,114,173,1
13216,57,112,173,1
13217,56,112,171,1
13218,54,109,170,1
13219,54,108,168,1
13220,57,111,172,1
13221,56,110,170,1
13222,55,109,170,1
13223,58,110,170,1
13224,59,110,172,1
13225,60,112,172,1
13226,59,110,172,1
13227,60,109,171,1
13228,56,104,168,1
13229,55,103,167,1
13230,56,102,166,1
13231,53,102,164,1
